OBJECTID,School Name,District,School Type,Agency Type,Grade Range,Lowest Grade,Highest Grade,School Style,Charter?,Virtual?,CESA,District ID,School Code,DPI Unique Join Code,NCES Code,NCES District Code,NCES School Code,Full Address,Physical Street Address,City,State,ZIP Code,County of District Office,Locale Code,Locale,School Website,Wisconsin Assembly District,Wisconsin Senate District,US Congressional District,County (Physical),Latitude,Longitude,x,y
2010,Timber PUPS Learning Center,Tomah Area,Elementary School,Public school,K4-K4,K4,K4,Regular,No,No,4,5747,0120,S57470120,551491002797,5514910,02797,"129 W Clifton  Tomah, WI 54660",129 W Clifton,Tomah,WI,54660,Monroe,32,Town - Distant,https://www.tomah.education,70,24,3,Monroe,43.97208709,-90.50603764,479409.8463,388897.077099999
2011,Time 4 Learning Charter School,Greendale,Elementary School,Public school,K4-K4,K4,K4,Regular,Yes,No,1,2296,0110,S22960110,550591003347,5505910,03347,"5900 S 51st St  Greendale, WI 53129-2699",5900 S 51st St,Greendale,WI,53129-2699,Milwaukee,21,Suburb - Large,https://www.greendaleschools.org,61,21,1,Milwaukee,42.93701024,-87.97623602,685124.5971,275806.8653
2012,Tipler Middle,Oshkosh Area,Combined Elementary/Secondary School,Public school,04-08,04,08,Regular,No,No,6,4179,0320,S41790320,551119001497,5511190,01497,"325 S Eagle St  Oshkosh, WI 54902-5626",325 S Eagle St,Oshkosh,WI,54902-5626,Winnebago,13,City - Small,https://www.oshkosh.k12.wi.us,54,18,6,Winnebago,44.01522514,-88.57398838,634300.3985,394552.316
2013,Todd Elementary,Beloit,Elementary School,Public school,PK-05,K4,05,Regular,No,No,2,0413,0320,S04130320,550105000153,5501050,00153,"1621 Oakwood Ave  Beloit, WI 53511-5699",1621 Oakwood Ave,Beloit,WI,53511-5699,Rock,13,City - Small,https://www.sdb.k12.wi.us/todd,45,15,1,Rock,42.50639043,-89.01527117,600903.4734,226472.439099999
2014,Token Springs Elementary,Sun Prairie Area,Elementary School,Public school,PK-05,K4,05,Regular,No,No,2,5656,0130,S56560130,551464003074,5514640,03074,"1435 N Thompson Rd  Sun Prairie, WI 53590",1435 N Thompson Rd,Sun Prairie,WI,53590,Dane,21,Suburb - Large,https://www.sunprairieschools.org,48,16,2,Dane,43.20373122,-89.24878229,581027.9413,303713.1031
2015,Toki Middle,Madison Metropolitan,Middle School,Public school,06-08,06,08,Regular,No,No,2,3269,0620,S32690620,550852000953,5508520,00953,"5606 Russett Rd  Madison, WI 53711-3568",5606 Russett Rd,Madison,WI,53711-3568,Dane,11,City - Large,https://toki.madison.k12.wi.us/,79,27,2,Dane,43.03358901,-89.47518106,562753.8597,284678.437100001
2016,Tomah Area Montessori School,Tomah Area,Elementary School,Public school,K4-06,K4,06,Regular,Yes,No,4,5747,0110,S57470110,551491003028,5514910,03028,"1720 Academy Ave  Tomah, WI 54660",1720 Academy Ave,Tomah,WI,54660,Monroe,32,Town - Distant,https://www.tomah.education,70,24,3,Monroe,43.96970573,-90.46878843,482396.1701,388614.937200001
2017,Tomah High,Tomah Area,High School,Public school,09-12,09,12,Regular,No,No,4,5747,0180,S57470180,551491001939,5514910,01939,"901 Lincoln Ave  Tomah, WI 54660-1857",901 Lincoln Ave,Tomah,WI,54660-1857,Monroe,32,Town - Distant,https://www.tomah.education,70,24,3,Monroe,43.97826618,-90.51334589,478827.9082,389586.9936
2018,Tomah Middle,Tomah Area,Middle School,Public school,06-08,06,08,Regular,No,No,4,5747,0160,S57470160,551491001938,5514910,01938,"612 Hollister Ave  Tomah, WI 54660-1960",612 Hollister Ave,Tomah,WI,54660-1960,Monroe,32,Town - Distant,https://www.tomah.education,70,24,3,Monroe,43.98087355,-90.5081596,479245.6504,389874.0134
2019,Tomahawk Elementary,Tomahawk,Elementary School,Public school,PK-05,K4,05,Regular,No,No,9,5754,0180,S57540180,551494001946,5514940,01946,"1048 E Kings Rd  Tomahawk, WI 54487",1048 E Kings Rd,Tomahawk,WI,54487,Lincoln,43,Rural - Remote,https://www.tomahawk.k12.wi.us,35,12,7,Lincoln,45.47819707,-89.70929157,542720.8823,556115.364
2020,Tomahawk High,Tomahawk,High School,Public school,09-12,09,12,Regular,No,No,9,5754,0200,S57540200,551494001947,5514940,01947,"1048 E Kings Rd  Tomahawk, WI 54487",1048 E Kings Rd,Tomahawk,WI,54487,Lincoln,43,Rural - Remote,https://www.tomahawk.k12.wi.us,35,12,7,Lincoln,45.47671834,-89.70938042,542714.5323,555951.057499999
2021,Tomahawk Middle,Tomahawk,Middle School,Public school,06-08,06,08,Regular,No,No,9,5754,0220,S57540220,551494001948,5514940,01948,"1048 E Kings Rd  Tomahawk, WI 54487",1048 E Kings Rd,Tomahawk,WI,54487,Lincoln,43,Rural - Remote,https://www.tomahawk.k12.wi.us,35,12,7,Lincoln,45.47671834,-89.70938042,542714.5323,555951.057499999
2022,Tomorrow River Community Charter,Tomorrow River,Elementary School,Public school,K4-08,K4,08,Regular,Yes,No,5,0126,0100,S01260100,550033002968,5500330,02968,"10186 County Road MM  Amherst Junction, WI 54407-9053",10186 County Road MM,Amherst Junction,WI,54407-9053,Portage,42,Rural - Distant,https://trccs.org,87,29,3,Portage,44.54264808,-89.275598,577546.36,452401.6218
2023,Tomorrow River Virtual Charter School (TRVCS),Tomorrow River,Elementary School,Public school,K4-08,K4,08,Regular,Yes,Yes,5,0126,0140,S01260140,550033003063,5500330,03063,"10186 County Road MM  Amherst Junction, WI 54407-9053",10186 County Road MM,Amherst Junction,WI,54407-9053,Portage,42,Rural - Distant,https://trccs.org,87,29,3,Portage,44.54264808,-89.275598,577546.36,452401.6218
2024,Tonawanda Elementary,Elmbrook,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,0714,0250,S07140250,550177000227,5501770,00227,"13605 Underwood River Pkwy  Elm Grove, WI 53122-1299",13605 Underwood River Pkwy,Elm Grove,WI,53122-1299,Waukesha,21,Suburb - Large,https://www.elmbrookschools.org,13,5,5,Waukesha,43.0538264,-88.08119352,676264.1965,288578.8191
2025,Tower Rock Elementary,Sauk Prairie,Elementary School,Public school,PK-05,K4,05,Regular,No,No,5,5100,0160,S51000160,551341001762,5513410,01762,"S9033 Denzer Rd.  Prairie du Sac, WI 53578-9651",S9033 Denzer Rd.,Prairie du Sac,WI,53578-9651,Sauk,42,Rural - Distant,https://www.saukprairieschools.org,40,14,2,Sauk,43.31774832,-89.89828301,528247.9348,316106.212300001
2026,Townsend Street Elementary,Milwaukee,Elementary School,Public school,PK-08,K4,08,Regular,No,No,1,3619,0365,S36190365,550960001258,5509600,01258,"3360 N Sherman Blvd  Milwaukee, WI 53216-3559",3360 N Sherman Blvd,Milwaukee,WI,53216-3559,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,18,6,4,Milwaukee,43.08051146,-87.96655335,685528.7035,291762.232100001
2027,Traeger Elementary,Oshkosh Area,Elementary School,Public school,K4-05,K4,05,Regular,No,No,6,4179,0150,S41790150,551119001359,5511190,01359,"3000 W 20th Ave  Oshkosh, WI 54904-6344",3000 W 20th Ave,Oshkosh,WI,54904-6344,Winnebago,13,City - Small,https://www.oshkosh.k12.wi.us,55,19,6,Winnebago,43.99827778,-88.6100389,631442.5193,392620.6371
2028,Traeger Middle,Oshkosh Area,Middle School,Public school,06-08,06,08,Regular,No,No,6,4179,0250,S41790250,551119001368,5511190,01368,"3000 W 20th Ave  Oshkosh, WI 54904-6344",3000 W 20th Ave,Oshkosh,WI,54904-6344,Winnebago,13,City - Small,https://www.oshkosh.k12.wi.us,55,19,6,Winnebago,43.99827778,-88.6100389,631442.5193,392620.6371
2029,Trailside Elementary,Waterford Graded J1,Elementary School,Public school,K4-05,K4,05,Regular,No,No,2,6113,0100,S61130100,551566002509,5515660,02509,"615 N Milwaukee St  Waterford, WI 53185-4055",615 N Milwaukee St,Waterford,WI,53185-4055,Racine,31,Town - Fringe,https://www.waterford.k12.wi.us,84,28,1,Racine,42.77414234,-88.20163009,667119.8301,257302.422800001
2030,Transition High,Milwaukee,High School,Public school,09-12,09,12,Alternative,No,No,1,3619,0433,S36190433,550960002760,5509600,02760,"1940 N 36th St  Milwaukee, WI 53208-1927",1940 N 36th St,Milwaukee,WI,53208-1927,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,18,6,4,Milwaukee,43.05571031,-87.95816922,686278.2707,289024.538799999
2031,Traver Elementary,Linn J4,Elementary School,Public school,PK-08,K4,08,Regular,No,No,2,3087,0020,S30870020,550804000898,5508040,00898,"W3490 Linton Rd  Lake Geneva, WI 53147-4204",W3490 Linton Rd,Lake Geneva,WI,53147-4204,Walworth,41,Rural - Fringe,https://www.traverschool.org,31,11,1,Walworth,42.54345044,-88.4723317,645436.9525,231248.6053
2032,Treffert Way for the Exceptional Mind,North Fond du Lac,Combined Elementary/Secondary School,Public school,KG-08,KG,08,Regular,Yes,No,6,3983,0800,S39830800,551074003125,5510740,03125,"705 Minnesota Ave  North Fond du Lac, WI 54937",705 Minnesota Ave,North Fond du Lac,WI,54937,Fond du Lac,23,Suburb - Small,https://www.treffertway.com,60,20,6,Fond du Lac,43.80822707,-88.48322901,641997.3877,371691.375
2033,Trempealeau Elementary,Galesville-Ettrick-Trempealeau,Elementary School,Public school,PK-05,K4,05,Regular,No,No,4,2009,0080,S20090080,550496000539,5504960,00539,"24231 5th St  Trempealeau, WI 54661",24231 5th St,Trempealeau,WI,54661,Trempealeau,42,Rural - Distant,https://te.getschools.org/,29,10,3,Trempealeau,44.00540266,-91.43594017,404884.7826,393475.1535
2034,Tremper High,Kenosha,High School,Public school,09-12,09,12,Regular,No,No,1,2793,0580,S27930580,550732000828,5507320,00828,"8560 26th Ave  Kenosha, WI 53143-6447",8560 26th Ave,Kenosha,WI,53143-6447,Kenosha,13,City - Small,https://www.kusd.edu,65,22,1,Kenosha,42.54962247,-87.84143368,697224.3927,233061.1832
2035,Trevor-Wilmot Grade,Trevor-Wilmot Consolidated,Elementary School,Public school,PK-08,K4,08,Regular,No,No,2,5780,0020,S57800020,550005202644,5500052,02644,"26325 Wilmot Rd  Trevor, WI 53179-9701",26325 Wilmot Rd,Trevor,WI,53179-9701,Kenosha,41,Rural - Fringe,https://www.trevorwilmotschool.net,32,11,1,Kenosha,42.50923865,-88.12819949,673778.3902,228016.5572
2036,Tri-County Elementary,Tri-County Area,Elementary School,Public school,PK-05,K4,05,Regular,No,No,5,4375,0100,S43750100,551182001550,5511820,01550,"409 S West St  Plainfield, WI 54966-9608",409 S West St,Plainfield,WI,54966-9608,Waushara,43,Rural - Remote,https://www.tricounty.k12.wi.us,57,19,6,Waushara,44.21050404,-89.49473973,560365.3105,415377.600099999
2037,Tri-County High,Tri-County Area,High School,Public school,09-12,09,12,Regular,No,No,5,4375,0060,S43750060,551182001548,5511820,01548,"409 S West St  Plainfield, WI 54966-9608",409 S West St,Plainfield,WI,54966-9608,Waushara,43,Rural - Remote,https://www.tricounty.k12.wi.us,57,19,6,Waushara,44.21050404,-89.49473973,560365.3105,415377.600099999
2038,Tri-County Middle,Tri-County Area,Middle School,Public school,06-08,06,08,Regular,No,No,5,4375,0080,S43750080,551182002620,5511820,02620,"409 S West St  Plainfield, WI 54966-9608",409 S West St,Plainfield,WI,54966-9608,Waushara,43,Rural - Remote,https://www.tricounty.k12.wi.us,57,19,6,Waushara,44.21050586,-89.49474055,560365.2434,415377.8018
2039,Trowbridge Street School of Great Lakes Studies,Milwaukee,Elementary School,Public school,PK-08,K4,08,Regular,No,No,1,3619,0368,S36190368,550960001259,5509600,01259,"1943 E Trowbridge St  Milwaukee, WI 53207-2564",1943 E Trowbridge St,Milwaukee,WI,53207-2564,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,19,7,4,Milwaukee,42.99192672,-87.88527276,692393.3056,282088.186799999
2040,Tullar Elementary,Neenah Joint,Elementary School,Public school,KG-04,KG,04,Regular,No,No,6,3892,0260,S38920260,551032001353,5510320,01353,"925 Tullar Rd  Neenah, WI 54956-3699",925 Tullar Rd,Neenah,WI,54956-3699,Winnebago,13,City - Small,https://www.neenah.k12.wi.us,53,18,6,Winnebago,44.17150718,-88.49575718,640253.8042,412022.1427
2041,Turner High,Beloit Turner,High School,Public school,09-12,09,12,Regular,No,No,2,0422,0020,S04220020,550108000156,5501080,00156,"1231 E Inman Pkwy  Beloit, WI 53511-1798",1231 E Inman Pkwy,Beloit,WI,53511-1798,Rock,23,Suburb - Small,https://www.turnerschools.org,45,15,2,Rock,42.55507469,-89.01873323,600556.4433,231875.0715
2042,Turner Middle,Beloit Turner,Middle School,Public school,06-08,06,08,Regular,No,No,2,0422,0120,S04220120,550108000159,5501080,00159,"1237 Inman Pkwy  Beloit, WI 53511-1799",1237 Inman Pkwy,Beloit,WI,53511-1799,Rock,23,Suburb - Small,https://www.turnerschools.org,45,15,2,Rock,42.55507469,-89.01873323,600556.4433,231875.0715
2043,Turtle Creek Elementary,Delavan-Darien,Elementary School,Public school,PK-02,K4,02,Regular,No,No,2,1380,0045,S13800045,550364000317,5503640,00317,"1235 Creek Rd  Delavan, WI 53115-3131",1235 Creek Rd,Delavan,WI,53115-3131,Walworth,32,Town - Distant,https://www.ddschools.org,31,11,1,Walworth,42.62679892,-88.66985783,629072.3724,240230.3004
2044,Turtle Lake Elementary,Turtle Lake,Elementary School,Public school,K4-05,K4,05,Regular,No,No,11,5810,0020,S58100020,551506001955,5515060,01955,"205 Oak St N  Turtle Lake, WI 54889-8929",205 Oak St N,Turtle Lake,WI,54889-8929,Barron,43,Rural - Remote,https://www.turtlelake.k12.wi.us,67,23,7,Barron,45.39781789,-92.13899291,352585.8023,549369.9805
2045,Turtle Lake High,Turtle Lake,High School,Public school,09-12,09,12,Regular,No,No,11,5810,0040,S58100040,551506001956,5515060,01956,"205 Oak St N  Turtle Lake, WI 54889-8929",205 Oak St N,Turtle Lake,WI,54889-8929,Barron,43,Rural - Remote,https://www.turtlelake.k12.wi.us,67,23,7,Barron,45.39781789,-92.13899291,352585.8023,549369.9805
2046,Turtle Lake Middle,Turtle Lake,Middle School,Public school,06-08,06,08,Regular,No,No,11,5810,0030,S58100030,551506003068,5515060,03068,"205 Oak St N  Turtle Lake, WI 54889-8929",205 Oak St N,Turtle Lake,WI,54889-8929,Barron,43,Rural - Remote,https://www.turtlelake.k12.wi.us,67,23,7,Barron,45.39781789,-92.13899291,352585.8023,549369.9805
2047,Two Rivers High,Two Rivers Public,High School,Public school,09-12,09,12,Regular,No,No,7,5824,0080,S58240080,551512001962,5515120,01962,"4519 Lincoln Ave  Two Rivers, WI 54241",4519 Lincoln Ave,Two Rivers,WI,54241,Manitowoc,32,Town - Distant,https://www.trschools.k12.wi.us,25,9,6,Manitowoc,44.1769375,-87.55743475,715249.373,414426.375800001
2048,Underwood Elementary,Wauwatosa,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,6244,0220,S62440220,551599002088,5515990,02088,"11132 W Potter Rd  Wauwatosa, WI 53226-3474",11132 W Potter Rd,Wauwatosa,WI,53226-3474,Milwaukee,21,Suburb - Large,https://underwood.wauwatosa.k12.wi.us/o/underwood,13,5,4,Milwaukee,43.04131893,-88.05282764,678606.5598,287243.044600001
2049,Union Grove Elementary,Union Grove J1,Elementary School,Public school,PK-08,K4,08,Regular,No,No,2,5859,0020,S58590020,551518001964,5515180,01964,"1745 Milldrum St  Union Grove, WI 53182-1763",1745 Milldrum St,Union Grove,WI,53182-1763,Racine,31,Town - Fringe,https://www.uges.k12.wi.us,33,11,1,Racine,42.6770013,-88.0467426,680040.7447,246796.915899999
2050,Union Grove High,Union Grove UHS,High School,Public school,09-12,09,12,Regular,No,No,2,5852,0020,S58520020,551515001963,5515150,01963,"3433 S Colony Ave  Union Grove, WI 53182-9673",3433 S Colony Ave,Union Grove,WI,53182-9673,Racine,41,Rural - Fringe,https://www.ug.k12.wi.us,33,11,1,Racine,42.69283289,-88.0510532,679646.9846,248546.8169
2051,United Community Center Acosta Middle School,United Community Center Inc,Middle School,Non District Charter Schools,06-08,06,08,Regular,Yes,No,1,8003,8137,S80038137,550007703047,5500077,03047,"1038 S 6th Street  Milwaukee, WI 53204",1038 S 6th Street,Milwaukee,WI,53204,Milwaukee,11,City - Large,https://uccacostams.org,8,3,4,Milwaukee,43.02047706,-87.91797269,689648.8907,285192.2018
2052,Unity Elementary,Unity,Elementary School,Public school,PK-04,K4,04,Regular,No,No,11,0238,0060,S02380060,550075000097,5500750,00097,"1908 150th St  Balsam Lake, WI 54810-7267",1908 150th St,Balsam Lake,WI,54810-7267,Polk,43,Rural - Remote,https://www.unity.k12.wi.us,75,25,7,Polk,45.48519537,-92.46591378,327296.4912,559809.6339
2053,Unity High,Unity,High School,Public school,09-12,09,12,Regular,No,No,11,0238,0100,S02380100,550075000098,5500750,00098,"1908 150th St  Balsam Lake, WI 54810-7267",1908 150th St,Balsam Lake,WI,54810-7267,Polk,43,Rural - Remote,https://www.unity.k12.wi.us,75,25,7,Polk,45.48519537,-92.46591378,327296.4912,559809.6339
2054,Unity Middle,Unity,Middle School,Public school,05-08,05,08,Regular,No,No,11,0238,0120,S02380120,550075000099,5500750,00099,"1908 150th St  Balsam Lake, WI 54810-7267",1908 150th St,Balsam Lake,WI,54810-7267,Polk,43,Rural - Remote,https://www.unity.k12.wi.us,75,25,7,Polk,45.48519537,-92.46591378,327296.4912,559809.6339
2056,Urban Middle,Sheboygan Area,Middle School,Public school,06-08,06,08,Regular,No,No,7,5271,0360,S52710360,551365001798,5513650,01798,"1226 North Ave  Sheboygan, WI 53083-4799",1226 North Ave,Sheboygan,WI,53083-4799,Sheboygan,13,City - Small,https://www.sheboygan.k12.wi.us,26,9,6,Sheboygan,43.77454297,-87.7207424,703430.1525,369357.1033
2057,Valders Elementary,Valders Area,Elementary School,Public school,PK-04,K4,04,Regular,No,No,7,5866,0040,S58660040,551521001966,5515210,01966,"331 W Wilson St  Valders, WI 54245",331 W Wilson St,Valders,WI,54245,Manitowoc,42,Rural - Distant,https://www.valders.k12.wi.us,3,1,6,Manitowoc,44.06873467,-87.88751098,689172.5852,401676.709899999
2058,Valders High,Valders Area,High School,Public school,09-12,09,12,Regular,No,No,7,5866,0060,S58660060,551521001967,5515210,01967,"201 W Wilson St  Valders, WI 54245",201 W Wilson St,Valders,WI,54245,Manitowoc,42,Rural - Distant,https://www.valders.k12.wi.us,3,1,6,Manitowoc,44.06887198,-87.88493268,689378.6724,401697.2621
2059,Valders Middle,Valders Area,Middle School,Public school,05-08,05,08,Regular,No,No,7,5866,0080,S58660080,551521001968,5515210,01968,"138 Jefferson St  Valders, WI 54245",138 Jefferson St,Valders,WI,54245,Manitowoc,42,Rural - Distant,https://www.valders.k12.wi.us,3,1,6,Manitowoc,44.06887198,-87.88493268,689378.6724,401697.2621
2060,Valley New School,Appleton Area,High School,Public school,07-12,07,12,Regular,Yes,No,6,0147,0460,S01470460,550039003341,5500390,03341,"122 E College Ave  Appleton, WI 54911",122 E College Ave,Appleton,WI,54911,Outagamie,13,City - Small,https://www.aasd.k12.wi.us,52,18,8,Outagamie,44.2623973,-88.40474132,647333.8758,422254.7775
2061,Valley View Elementary,Ashwaubenon,Elementary School,Public school,KG-05,KG,05,Regular,No,No,7,0182,0060,S01820060,550054000085,5500540,00085,"2200 True Ln  Green Bay, WI 54304-4392",2200 True Ln,Green Bay,WI,54304-4392,Brown,22,Suburb - Midsize,https://www.ashwaubenon.k12.wi.us,89,30,8,Brown,44.49495586,-88.07281634,673220.5279,448655.2038
2062,Valley View Elementary,Menomonee Falls,Elementary School,Public school,03-05,03,05,Regular,No,No,1,3437,0085,S34370085,550906000663,5509060,00663,"W180N8130 Town Hall Rd  Menomonee Falls, WI 53051-3599",W180N8130 Town Hall Rd,Menomonee Falls,WI,53051-3599,Waukesha,21,Suburb - Large,https://www.fallsschools.org,24,8,5,Waukesha,43.16536353,-88.13288205,671778.7187,300870.5306
2063,Van Buren Elementary,Janesville,Elementary School,Public school,PK-05,KG,05,Regular,No,No,2,2695,0330,S26950330,550702000774,5507020,00774,"1515 Lapham St  Janesville, WI 53546-5500",1515 Lapham St,Janesville,WI,53546-5500,Rock,13,City - Small,https://www.janesville.k12.wi.us/van,44,15,1,Rock,42.662615,-89.03815576,598826.2242,243798.276900001
2064,Van Hise Elementary,Madison Metropolitan,Elementary School,Public school,KG-05,KG,05,Regular,No,No,2,3269,0795,S32690795,550852000965,5508520,00965,"4747 Waukesha St  Madison, WI 53705-4898",4747 Waukesha St,Madison,WI,53705-4898,Dane,11,City - Large,https://vanhise.madison.k12.wi.us/,79,27,2,Dane,43.06560798,-89.45845944,564093.1309,288242.782199999
2065,Vel Phillips Memorial High School,Madison Metropolitan,High School,Public school,09-12,09,12,Regular,No,No,2,3269,0360,S32690360,550852000937,5508520,00937,"201 S Gammon Rd  Madison, WI 53717-1499",201 S Gammon Rd,Madison,WI,53717-1499,Dane,11,City - Large,https://memorial.madison.k12.wi.us/,79,27,2,Dane,43.06381409,-89.50075212,560650.7701,288022.2136
2066,Vel Phillips Middle School,Oshkosh Area,Middle School,Public school,06-08,06,08,Regular,No,No,6,4179,0240,S41790240,551119001492,5511190,01492,"1401 Kentucky St  Oshkosh, WI 54901",1401 Kentucky St,Oshkosh,WI,54901,Winnebago,13,City - Small,https://www.oshkosh.k12.wi.us,54,18,6,Winnebago,44.03520138,-88.54188619,636834.2843,396816.0781
2067,Vel R Phillips School,Wauwatosa,Combined Elementary/Secondary School,Public school,KG-12,KG,12,Alternative,No,No,1,6244,0190,S62440190,551599002349,5515990,02349,"10201 W Watertown Plank Rd  Wauwatosa, WI 53226-3532",10201 W Watertown Plank Rd,Wauwatosa,WI,53226-3532,Milwaukee,21,Suburb - Large,https://www.wauwatosa.k12.wi.us/o/wsd/page/vel-r-phillips-school,13,5,4,Milwaukee,43.04443053,-88.03993242,679648.8941,287613.054500001
2068,Veritas High,Seeds of Health Inc,High School,Non District Charter Schools,09-12,09,12,Regular,Yes,No,1,8001,8124,S80018124,550007402496,5500074,02496,"3025 W Oklahoma Ave  Milwaukee, WI 53215-4347",3025 W Oklahoma Ave,Milwaukee,WI,53215-4347,Milwaukee,11,City - Large,https://veritas.seedsofhealth.org/,9,3,4,Milwaukee,42.98820058,-87.95276061,686901.588,281538.066299999
2069,Vernon County Area Better Futures High,Kickapoo Area,High School,Public Schools-Multidistrict Charters,09-12,09,12,Regular,Yes,No,3,5960,9407,S59609407,@UNK,,,,,,,,Vernon,,,,,,,,,
2070,Vernon County Area Better Futures High,La Farge,High School,Public Schools-Multidistrict Charters,09-12,09,12,Regular,Yes,No,4,2863,9407,S28639407,@UNK,,,,,,,,Vernon,,,,,,,,,
2071,Vernon County Area Better Futures High,Viroqua Area,High School,Public school,09-12,09,12,Regular,Yes,No,4,5985,9407,S59859407,551536002513,5515360,02513,"100 Blackhawk Dr  Viroqua, WI 54665-1315",100 Blackhawk Dr,Viroqua,WI,54665-1315,Vernon,32,Town - Distant,https://www.viroquaareaschools.com,96,32,3,Vernon,43.55870781,-90.90087837,447239.5429,343255.581
2072,Vernon County Area Better Futures High,Westby Area,High School,Public Schools-Multidistrict Charters,09-12,09,12,Regular,Yes,No,4,6321,9407,S63219407,@UNK,,,,,,,,Vernon,,,,,,,,,
2074,Verona Area High,Verona Area,High School,Public school,09-12,09,12,Regular,No,No,2,5901,0100,S59010100,551533001972,5515330,01972,"234 Wildcat Way  Verona, WI 53593",234 Wildcat Way,Verona,WI,53593,Dane,41,Rural - Fringe,https://vahs.verona.k12.wi.us/,80,27,2,Dane,42.98424333,-89.55425635,556341.1387,279161.428300001
2075,Verona Area International School,Verona Area,Elementary School,Public school,KG-05,KG,05,Regular,Yes,No,2,5901,0150,S59010150,551533002849,5515330,02849,"400 N Main Street  Verona, WI 53593",400 N Main Street,Verona,WI,53593,Dane,21,Suburb - Large,https://vais.verona.k12.wi.us/,80,27,2,Dane,42.99596334,-89.53515708,557891.09,280471.3528
2076,Verona Area K4,Verona Area,Elementary School,Public school,PK-K4,K4,K4,Regular,No,No,2,5901,0160,S59010160,551533002890,5515330,02890,"710 Lone Pine Way  Verona, WI 53593",710 Lone Pine Way,Verona,WI,53593,Dane,21,Suburb - Large,https://prek.verona.k12.wi.us/,80,27,2,Dane,43.00435378,-89.54445105,557128.4505,281398.9493
2077,Victory Elementary,Milwaukee,Elementary School,Public school,PK-08,K4,08,Regular,No,No,1,3619,0387,S36190387,550960001264,5509600,01264,"2222 W Henry Ave  Milwaukee, WI 53221-4920",2222 W Henry Ave,Milwaukee,WI,53221-4920,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,21,7,4,Milwaukee,42.93664742,-87.94302344,687835.5755,275832.3402
2078,Vieau Elementary,Milwaukee,Elementary School,Public school,PK-08,K4,08,Regular,No,No,1,3619,0390,S36190390,550960001265,5509600,01265,"823 S 4th St  Milwaukee, WI 53204-1724",823 S 4th St,Milwaukee,WI,53204-1724,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,8,3,4,Milwaukee,43.02280299,-87.91617635,689788.8533,285454.1372
2079,Viking Academy,Denmark,Combined Elementary/Secondary School,Public school,06-12,06,12,Regular,Yes,No,7,1407,0450,S14070450,550366002936,5503660,02936,"450 N Wall St  Denmark, WI 54208-9416",450 N Wall St,Denmark,WI,54208-9416,Brown,42,Rural - Distant,https://www.denmark.k12.wi.us,2,1,8,Brown,44.35423477,-87.82469157,693363.4291,433519.404999999
2080,Viking Elementary,Holmen,Elementary School,Public school,KG-05,KG,05,Regular,No,No,4,2562,0100,S25620100,550654002298,5506540,02298,"500 E Wall St  Holmen, WI 54636",500 E Wall St,Holmen,WI,54636,La Crosse,23,Suburb - Small,https://www.holmen.k12.wi.us,94,32,3,La Crosse,43.9612555,-91.24920558,419780.5997,388328.054
2081,Viking Middle,Baldwin-Woodville Area,Middle School,Public school,06-08,06,08,Regular,No,No,11,0231,0090,S02310090,550072000096,5500720,00096,"500 Southside Dr  Woodville, WI 54028-9531",500 Southside Dr,Woodville,WI,54028-9531,Saint Croix,43,Rural - Remote,https://www.bwsd.k12.wi.us,28,10,7,Saint Croix,44.94468319,-92.28585523,339666.2122,499347.3106
2082,Vincent Accelerated Academy,Milwaukee,High School,Public school,09-12,09,12,Alternative,No,No,1,3619,0448,S36190448,550960003055,5509600,03055,"7501 N Granville Rd  Milwaukee, WI 53224-3927",7501 N Granville Rd,Milwaukee,WI,53224-3927,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,12,4,4,Milwaukee,43.15488458,-88.03116387,680075.0011,299896.2161
2083,Viroqua Area Montessori School,Viroqua Area,Combined Elementary/Secondary School,Public school,K4-08,K4,08,Regular,Yes,No,4,5985,0140,S59850140,551536002972,5515360,02972,"115 N Education Ave  Viroqua, WI 54665-1318",115 N Education Ave,Viroqua,WI,54665-1318,Vernon,32,Town - Distant,https://www.viroquaareaschools.com,96,32,3,Vernon,43.55679346,-90.90254517,447102.6139,343044.4344
2084,Viroqua Elementary,Viroqua Area,Elementary School,Public school,PK-04,K4,04,Regular,No,No,4,5985,0180,S59850180,551536001975,5515360,01975,"115 N Education Ave  Viroqua, WI 54665-1318",115 N Education Ave,Viroqua,WI,54665-1318,Vernon,32,Town - Distant,https://www.viroquaareaschools.com,96,32,3,Vernon,43.55679346,-90.90254517,447102.6139,343044.4344
2085,Viroqua High,Viroqua Area,High School,Public school,09-12,09,12,Regular,No,No,4,5985,0220,S59850220,551536001976,5515360,01976,"100 Blackhawk Dr  Viroqua, WI 54665-1315",100 Blackhawk Dr,Viroqua,WI,54665-1315,Vernon,32,Town - Distant,https://www.viroquaareaschools.com,96,32,3,Vernon,43.55870781,-90.90087837,447239.5429,343255.581
