X,Y,OBJECTID,FACILITY_INTERNAL_ID,ADDRESS,ADDRESS_2,CITY,STATE,ZIP,ZIP_4,LAT,LON,STATE_FIPS,COUNTY,COUNTY_FIPS,TYPE_DESC,SUB_TYPE_DESC,WI_LICENSE_NUM,ASPEN_FACILITY_ID,MEDICARE_ID,TYPE_CODE,FACILITY_TYPE_CODE,FACILITY_NAME
-9789510.82705829,5539255.71903914,104,10461,2845 Greenbrier Rd,,Green Bay,WI,54311,6519,44.475061,-87.940672,55,Brown,55009,HOSPITAL,SHORT TERM,301,HSPLACU142,520193,1,11,AURORA BAYCARE MEDICAL CTR
-9813121.46841657,5469348.96262181,105,10480,614 Memorial Dr,,Chilton,WI,53014,1568,44.02524,-88.15277,55,Calumet,55015,HOSPITAL,CRITICAL ACCESS HOSPITALS,1020,HSPLCRI11,521317,1,14,ASCENSION CALUMET HOSPITAL
-10180482.8011623,5592508.22942594,106,15449,1000 Oakleaf Way,,Altoona,WI,54720,2246,44.81541,-91.452833,55,Eau Claire,55035,HOSPITAL,SHORT TERM,303,HSPLACU144,520196,1,11,OAKLEAF SURGICAL HOSPITAL
-9846637.42938511,5494502.52968998,107,23121,130 2nd St,,Neenah,WI,54956,2883,44.187489,-88.453849,55,Winnebago,55139,HOSPITAL,CHILDRENS,1005,HSPLACU138,523302,1,16,CHILDRENS HOSPITAL OF WISCONSIN FOX VALLEY
-9862392.58823658,5469640.0254133,108,45712,855 N Westhaven Dr,,Oshkosh,WI,54904,7668,44.02712,-88.59538,55,Winnebago,55139,HOSPITAL,SHORT TERM,307,HSPLACU148,520198,1,11,AURORA MEDICAL CTR OSHKOSH
-9972001.54373432,5604279.90937985,109,80161,3400 Ministry Pkwy,,Weston,WI,54476,5220,44.890376,-89.580014,55,Marathon,55073,HOSPITAL,SHORT TERM,310,HSPLACU150,520202,1,11,ASCENSION ST CLARES HOSPITAL
-9793449.31064256,5315165.00095981,110,85737,5000 W National Ave,,Milwaukee,WI,53295,1,43.020975,-87.976052,55,Milwaukee,55079,HOSPITAL,NON-PARTICIPATING HOSPITALS,,HSPLACU168,52003F,1,19,CLEMENT J ZABLOCKI VETERANS AFFAIRS
-10073888.7114337,5466133.48788536,111,86108,500 E Veterans St,,Tomah,WI,54660,3105,44.004467,-90.495282,55,Monroe,55081,HOSPITAL,NON-PARTICIPATING HOSPITALS,,HSPLACU207,52002F,1,19,TOMAH VA MEDICAL CENTER
-9955396.23793167,5323299.34078581,112,86410,2500 Overlook Ter,,Madison,WI,53705,2254,43.074375,-89.430846,55,Dane,55025,HOSPITAL,NON-PARTICIPATING HOSPITALS,,HSPLACU214,52004F,1,19,WILLIAM S MIDDLETON MEMORIAL VETERANS HOSPITAL
-10244589.1355618,5705488.48728365,113,91694,1110 7th Ave,,Cumberland,WI,54829,9138,45.53088,-92.02871,55,Barron,55005,HOSPITAL,CRITICAL ACCESS HOSPITALS,1058,HSPLACU217,521353,1,14,CUMBERLAND MEMORIAL HOSPITAL
-10069726.8096314,5269432.66856875,114,126061,1400 Eastside Rd,,Platteville,WI,53818,9800,42.719888,-90.457895,55,Grant,55043,HOSPITAL,CRITICAL ACCESS HOSPITALS,1059,HSPLACU219,521354,1,14,SOUTHWEST HEALTH CENTER
-9781180.56692325,5605201.36190353,115,126342,820 Arbutus Ave,,Oconto,WI,54153,2004,44.89624,-87.86584,55,Oconto,55083,HOSPITAL,CRITICAL ACCESS HOSPITALS,1061,HSPLCRI17,521356,1,14,BELLIN HEALTH OCONTO HOSPITAL
-9856190.7567655,5250994.70275532,116,128498,N2950 State Road 67,,Lake Geneva,WI,53147,2655,42.598083,-88.539668,55,Walworth,55127,HOSPITAL,CRITICAL ACCESS HOSPITALS,1062,HSPLCRI18,521357,1,14,MERCY WALWORTH HOSPITAL & MEDICAL CENTER
-9900883.75120714,5462116.84898841,117,128646,225 Memorial Dr,,Berlin,WI,54923,1243,43.978508,-88.941152,55,Green Lake,55047,HOSPITAL,CRITICAL ACCESS HOSPITALS,1060,HSPLCRI19,521355,1,14,THEDACARE MEDICAL CENTER - BERLIN INC
-9724161.61054403,5595215.58694131,118,143920,323 S 18th Ave,,Sturgeon Bay,WI,54235,1401,44.83266,-87.35363,55,Door,55029,HOSPITAL,CRITICAL ACCESS HOSPITALS,1064,HSPLCRI20,521358,1,14,DOOR COUNTY MEDICAL CENTER
-9813340.99045241,5320964.6395297,119,144976,19333 W North Ave,,Brookfield,WI,53045,4132,43.059053,-88.154742,55,Waukesha,55133,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,,HSPSAT007,NULL,HS,HS1,ASCENSION SE WISCONSIN HOSPITAL - ELMBROOK CAMPUS
-9779565.54375082,5302309.66392956,120,144978,5900 S Lake Dr,,Cudahy,WI,53110,3171,42.936488,-87.851332,55,Milwaukee,55079,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,,HSPSAT008,NULL,HS,HS2,AURORA ST LUKES MED CTR SOUTH SHORE
-9791002.84219339,5290694.53585783,121,288571,10101 S 27th St,,Franklin,WI,53132,7209,42.860052,-87.954075,55,Milwaukee,55078,HOSPITAL,SHORT TERM,1070,HSPLACU992,520204,1,11,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL
-9848151.48577939,5322023.12155969,122,318634,36500 Aurora Dr,,Summit,WI,53066,4899,43.066,-88.46745,55,Waukesha,55133,HOSPITAL,SHORT TERM,316,HSPLACU220,520206,1,11,AURORA MEDICAL CENTER SUMMIT
-9788064.67555339,5318460.8401769,123,341055,945 North 12th Street ,,Milwaukee,WI,53233,,43.042617,-87.927681,55,Milwaukee,55079,HOSPITAL,HOSPITAL SATELLITE LOCATIONS,,HSPSAT016,NULL,HS,HS1,AURORA SINAI MEDICAL CENTER
-9788111.98633698,5361385.65006325,124,350214,975 Port Washington Rd,,Grafton,WI,53024,9201,43.323784,-87.928106,55,Ozaukee,55089,HOSPITAL,SHORT TERM,317,HSPLACU221,520207,1,11,AURORA MEDICAL CENTER
-9904889.47176385,5261718.09960365,125,373877,3400 E Racine St,,Janesville,WI,53546,2344,42.668953,-88.977136,55,Rock,55105,HOSPITAL,SHORT TERM,318,HSPLACU994,520208,1,11,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE
-10187943.6560742,5589196.31022531,126,573292,2310 Craig Rd,,Eau Claire,WI,54701,6128,44.794301,-91.519855,55,Eau Claire,55035,HOSPITAL,SHORT TERM,323,HSPLACU222,,1,11,MARSHFIELD MEDICAL CENTER - EAU CLAIRE
-9862966.88548957,5467491.79683951,127,573560,500 S Oakwood Rd,,Oshkosh,WI,54901,7944,44.013243,-88.600539,55,Winnebago,55139,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,,HSPSAT019,NULL,HS,HS1,ASCENSION NE WISCONSIN-MERCY CAMPUS
-10282113.934,5669262.8627,128,249584,230 Deronda St,,Amery,WI,54001,1412,45.302453,-92.365801,55,Polk,55095,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,1069,HSPSAT014,,HS,HS1,AMERY HOSPITAL & CLINIC BEHAVIORAL HEALTH CENTER
-9772101.4606,5268898.8744,129,144974,1320 Wisconsin Ave,,Racine,WI,53403,1978,42.716365,-87.784281,55,Racine,55101,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,154,HSPSAT006,,HS,HS1,ASCENSION ALL SAINTS HOSPITAL
-9790993.9366,5290662.3406,130,573546,10101 S 27th St,,Franklin,WI,53132,7209,42.85984,-87.953995,55,Milwaukee,55079,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,314,HSPSAT018,,HS,HS1,ASCENSION SE WISCONSIN HOSPITAL - FRANKLIN CAMPUS
-9964938.656,5542976.92930001,131,588328,5409 Vern Holmes Dr,,Stevens Point,WI,54482,8853,44.498909,-89.516567,55,Portage,55097,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,324,HSPSAT020,,HS,HS1,ASPIRUS STEVENS POINT HOSPITAL
-9799062.8186,5317862.41020001,132,144983,9200 W Wisconsin Ave,,Milwaukee,WI,53226,3522,43.038688,-88.026479,55,Milwaukee,55079,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,279,HSPSAT010,,HS,HS1,FROEDTERT MEMORIAL LUTHERAN HOSPITAL CHW
-9803140.4516,5548385.914,133,144962,1701 Dousman St,,Green Bay,WI,54303,3211,44.533556,-88.063109,55,Brown,55009,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,259,HSPSAT001,,HS,HS1,LIBERTAS GREEN BAY
-9986580.0556,5762774.317,134,592494,9576 State Highway 70,,Minocqua,WI,54548,9067,45.89022,-89.710975,55,Oneida,55085,HOSPITAL,SHORT TERM,325,HSPLACU223,,1,11,MARSHFIELD MEDICAL CENTER - MINOCQUA
-9786261.2998,5326781.75400001,135,9815,475 W River Woods Pkwy,,Glendale,WI,53212,1081,43.097222,-87.911481,55,Milwaukee,55079,HOSPITAL,SHORT TERM,1006,HSPLACU140,520194,1,11,ORTHOPAEDIC HOSPITAL OF WISCONSIN
-9792563.4301,5340527.31040001,136,509174,4600 W Schroeder Dr,,Brown Deer,WI,53223,6458,43.187319,-87.968094,55,Milwaukee,55079,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,320,HSPSAT017,,HS,HS1,ROGERS MEMORIAL HOSPITAL
-9801828.2174,5312167.7435,137,144987,11101 W Lincoln Ave,,West Allis,WI,53227,1133,43.001287,-88.051321,55,Milwaukee,55079,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,751,HSPSAT012,,HS,HS1,ROGERS MEMORIAL HOSPITAL MILWAUKEE
-9788971.5954,5309790.6248,138,144985,3237 S 16th St Fl 5,,Milwaukee,WI,53215,4526,42.985668,-87.935828,55,Milwaukee,55079,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,304,HSPSAT011,,HS,HS1,SELECT SPEC HOSPITAL - ST FRANCIS
-10072178.0648,5273307.1072,139,146030,1185 N Elm St,,Platteville,WI,53818,1207,42.745453,-90.479915,55,Grant,55043,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,1063,HSPSAT13,,HS,HS1,SOUTHWEST HEALTH CARE BEHAVIORAL SERVICES
-9965958.6765,5314898.69820001,140,144972,8102 Wellness Way,,Madison,WI,53719,8800,43.019226,-89.52573,55,Dane,55025,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,752,HSPSAT005,,HS,HS1,UNITYPOINT HEALTH MERITER CHILD & ADOLESCENT PSYCH
-9863642.0382,5583920.829,141,4176,100 County Road B,,Shawano,WI,54166,7072,44.760661,-88.606604,55,Shawano,55115,HOSPITAL,CRITICAL ACCESS HOSPITALS,1051,HSPLACU86,521346,1,14,THEDACARE MEDICAL CENTER - SHAWANO INC
-9977762.2161,5610956.12310001,142,593698,2380 Marshall St,,Wausau,WI,54403,,44.932849,-89.631763,55,MARATHON COUNTY,55073,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,326,HSPLPSY15,,HS,HS1,NORTH CENTRAL HEALTH CARE
-9808269.0518,5305613.44850001,143,596078,4805 S Moorland Rd,,New Berlin,WI,53151,7401,42.958212,-88.10918,55,Waukesha,55133,HOSPITAL,SHORT TERM,327,HSPLACU224,520213,01,011,FROEDTERT COMMUNITY HOSPITAL
-9821239.9989,5324808.4103,144,596553,209 Pewaukee Rd,,Pewaukee,WI,53072,,43.08427657,-88.2257,55,WAUKESHA COUNTY,55133,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,328,HSPLACU225,,HS,HS1,FROEDTERT COMMUNITY HOSPITAL
-9805878.8142,5339076.0257,145,604132,"N88w14275 Main Street, Suite 100",,Menomonee Falls,WI,53051,2315,43.17781264,-88.08770813,55,WAUKESHA COUNTY,55133,HOSPITAL,SHORT TERM,331,HSPLACU226,,01,011,ASCENSION WISCONSIN HOSP MENOMONEE FALLS CAMPUS
-9797123.4104,5305147.2528,146,604500,4935 S 76th St Suite 100,,Greenfield,WI,53220,4305,42.955147,-88.009057,55,Milwaukee,55079,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,332,HSPSAT021,,HS,HS1,ASCENSION WISCONSIN HOSPITAL GREENFIELD CAMPUS
-9825963.7936,5310339.13920001,147,605052,"2325 Fox Run Blvd, Suite 100",,Waukesha,WI,53188,6602,42.9892724,-88.26813457,55,WAUKESHA COUNTY,55133,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,333,HSPSAT023,,HS,HS1,ASCENSION WISCONSIN HOSPITAL WAUKESHA CAMPUS
-9790471.9595,5270120.14540001,148,606896,13250 Washington Ave,,Mount Pleasant,WI,53177,1516,42.724425,-87.949306,55,RACINE COUNTY,55101,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,335,HSPSAT022,,HS,HS1,AURORA MEDICAL CENTER MOUNT PLEASANT
-9787297.7956,5296849.8118,149,606935,7901 S 6th St,,Oak Creek,WI,53154,2010,42.90057,-87.920792,55,Milwaukee,55079,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,336,HSPSAT024,,HS,HS1,FROEDTERT COMMUNITY HOSPITAL
-9830845.8691,5289126.5115,150,607105,240 Maple Ave,,Mukwonago,WI,53149,8475,42.849726,-88.311991,55,Waukesha,55133,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,337,HSPSAT025,,HS,HS1,PROHEALTH WAUKESHA MEMORIAL HOSP-MUKWONAGO CAMPUS
-9787723.1696,5346423.587,151,607276,11421 N Port Washington Rd,,Mequon,WI,53092,3413,43.2259262,-87.9246132,55,Ozaukee,55089,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,338,HSPSAT026,<Null>,HS,HS1,FROEDTERT COMMUNITY HOSPITAL
-9968382.2131,5550022.02900001,152,609422,4100 State Highway 66,,Stevens Point,WI,54482,8410,44.544032,-89.547501,55,Portage,55097,HOSPITAL,SHORT TERM,340,HSPLACU227,<Null>,1,11,MARSHFIELD MEDICAL CENTER - RIVER REGION
-9836889.2929,5511391.24330001,153,611921,2400 E Capitol Dr,,Appleton,WI,54911,8728,44.296177,-88.36628,55,Outagamie,55087,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,342,HSPSAT027,,HS,HS1,THEDACARE MEDICAL CENTER-ORTHOPEDIC SPINE AND PAIN
-9800268.7426,5317573.49000001,154,612366,10000 W Bluemound Rd,,Wauwatosa,WI,53226,4321,43.036791,-88.037312,55,Milwaukee,55079,HOSPITAL SATELLITE LOCATIONS,HOSPITAL SATELLITE LOCATIONS,343,HSPLRHB004,,HS,HS1,FROEDTERT BLUEMOUND REHABILITATION HOSPITAL
